participant	session	TrialNumber	speed	barWidth	time	ran	order	wbad	wbas
Nobody	1	1594	0.0	9	43	0.0	--	--	--
Nobody	1	1595	0.0	9	44	0.0	--	--	--
Nobody	1	1596	0.0	9	45	0.0	--	--	--
Nobody	1	1597	0.0	9	46	0.0	--	--	--
Nobody	1	1598	0.0	9	47	0.0	--	--	--
Nobody	1	1599	0.0	9	48	0.0	--	--	--
Nobody	1	1600	0.0	9	49	0.0	--	--	--
Nobody	1	1601	20.0	9	0	0.0	--	--	--
Nobody	1	1602	20.0	9	1	0.0	--	--	--
Nobody	1	1603	20.0	9	2	0.0	--	--	--
Nobody	1	1604	20.0	9	3	0.0	--	--	--
Nobody	1	1605	20.0	9	4	0.0	--	--	--
Nobody	1	1606	20.0	9	5	0.0	--	--	--
Nobody	1	1607	20.0	9	6	0.0	--	--	--
Nobody	1	1608	20.0	9	7	0.0	--	--	--
Nobody	1	1609	20.0	9	8	0.0	--	--	--
Nobody	1	1610	20.0	9	9	0.0	--	--	--
Nobody	1	1611	20.0	9	10	0.0	--	--	--
Nobody	1	1612	20.0	9	11	0.0	--	--	--
Nobody	1	1613	20.0	9	12	0.0	--	--	--
Nobody	1	1614	20.0	9	13	0.0	--	--	--
Nobody	1	1615	20.0	9	14	0.0	--	--	--
Nobody	1	1616	20.0	9	15	0.0	--	--	--
Nobody	1	1617	20.0	9	16	0.0	--	--	--
Nobody	1	1618	20.0	9	17	0.0	--	--	--
Nobody	1	1619	20.0	9	18	0.0	--	--	--
Nobody	1	1620	20.0	9	19	0.0	--	--	--
Nobody	1	1621	20.0	9	20	0.0	--	--	--
Nobody	1	1622	20.0	9	21	0.0	--	--	--
Nobody	1	1623	20.0	9	22	0.0	--	--	--
Nobody	1	1624	20.0	9	23	0.0	--	--	--
Nobody	1	1625	20.0	9	24	0.0	--	--	--
Nobody	1	1626	20.0	9	25	0.0	--	--	--
Nobody	1	1627	20.0	9	26	0.0	--	--	--
Nobody	1	1628	20.0	9	27	0.0	--	--	--
Nobody	1	1629	20.0	9	28	0.0	--	--	--
Nobody	1	1630	20.0	9	29	0.0	--	--	--
Nobody	1	1631	20.0	9	30	0.0	--	--	--
Nobody	1	1632	20.0	9	31	0.0	--	--	--
Nobody	1	1633	20.0	9	32	0.0	--	--	--
Nobody	1	1634	20.0	9	33	0.0	--	--	--
Nobody	1	1635	20.0	9	34	0.0	--	--	--
Nobody	1	1636	20.0	9	35	0.0	--	--	--
Nobody	1	1637	20.0	9	36	0.0	--	--	--
Nobody	1	1638	20.0	9	37	0.0	--	--	--
Nobody	1	1639	20.0	9	38	0.0	--	--	--
Nobody	1	1640	20.0	9	39	0.0	--	--	--
Nobody	1	1641	20.0	9	40	0.0	--	--	--
Nobody	1	1642	20.0	9	41	0.0	--	--	--
Nobody	1	1643	20.0	9	42	0.0	--	--	--
Nobody	1	1644	20.0	9	43	0.0	--	--	--
Nobody	1	1645	20.0	9	44	0.0	--	--	--
Nobody	1	1646	20.0	9	45	0.0	--	--	--
Nobody	1	1647	20.0	9	46	0.0	--	--	--
Nobody	1	1648	20.0	9	47	0.0	--	--	--
Nobody	1	1649	20.0	9	48	0.0	--	--	--
Nobody	1	1650	20.0	9	49	0.0	--	--	--
Nobody	1	1651	0.0	9	0	0.0	--	--	--
Nobody	1	1652	0.0	9	1	0.0	--	--	--
Nobody	1	1653	0.0	9	2	0.0	--	--	--
Nobody	1	1654	0.0	9	3	0.0	--	--	--
Nobody	1	1655	0.0	9	4	0.0	--	--	--
Nobody	1	1656	0.0	9	5	0.0	--	--	--
Nobody	1	1657	0.0	9	6	0.0	--	--	--
Nobody	1	1658	0.0	9	7	0.0	--	--	--
Nobody	1	1659	0.0	9	8	0.0	--	--	--
Nobody	1	1660	0.0	9	9	0.0	--	--	--
Nobody	1	1661	0.0	9	10	0.0	--	--	--
Nobody	1	1662	0.0	9	11	0.0	--	--	--
Nobody	1	1663	0.0	9	12	0.0	--	--	--
Nobody	1	1664	0.0	9	13	0.0	--	--	--
Nobody	1	1665	0.0	9	14	0.0	--	--	--
Nobody	1	1666	0.0	9	15	0.0	--	--	--
Nobody	1	1667	0.0	9	16	0.0	--	--	--
Nobody	1	1668	0.0	9	17	0.0	--	--	--
Nobody	1	1669	0.0	9	18	0.0	--	--	--
Nobody	1	1670	0.0	9	19	0.0	--	--	--
Nobody	1	1671	0.0	9	20	0.0	--	--	--
Nobody	1	1672	0.0	9	21	0.0	--	--	--
Nobody	1	1673	0.0	9	22	0.0	--	--	--
Nobody	1	1674	0.0	9	23	0.0	--	--	--
Nobody	1	1675	0.0	9	24	0.0	--	--	--
Nobody	1	1676	0.0	9	25	0.0	--	--	--
Nobody	1	1677	0.0	9	26	0.0	--	--	--
Nobody	1	1678	0.0	9	27	0.0	--	--	--
Nobody	1	1679	0.0	9	28	0.0	--	--	--
Nobody	1	1680	0.0	9	29	0.0	--	--	--
Nobody	1	1681	0.0	9	30	0.0	--	--	--
Nobody	1	1682	0.0	9	31	0.0	--	--	--
Nobody	1	1683	0.0	9	32	0.0	--	--	--
Nobody	1	1684	0.0	9	33	0.0	--	--	--
Nobody	1	1685	0.0	9	34	0.0	--	--	--
Nobody	1	1686	0.0	9	35	0.0	--	--	--
Nobody	1	1687	0.0	9	36	0.0	--	--	--
Nobody	1	1688	0.0	9	37	0.0	--	--	--
Nobody	1	1689	0.0	9	38	0.0	--	--	--
Nobody	1	1690	0.0	9	39	0.0	--	--	--
Nobody	1	1691	0.0	9	40	0.0	--	--	--
Nobody	1	1692	0.0	9	41	0.0	--	--	--
Nobody	1	1693	0.0	9	42	0.0	--	--	--
Nobody	1	1694	0.0	9	43	0.0	--	--	--
Nobody	1	1695	0.0	9	44	0.0	--	--	--
Nobody	1	1696	0.0	9	45	0.0	--	--	--
Nobody	1	1697	0.0	9	46	0.0	--	--	--
Nobody	1	1698	0.0	9	47	0.0	--	--	--
Nobody	1	1699	0.0	9	48	0.0	--	--	--
Nobody	1	1700	0.0	9	49	0.0	--	--	--
Nobody	1	1701	15.0	9	0	0.0	--	--	--
Nobody	1	1702	15.0	9	1	0.0	--	--	--
Nobody	1	1703	15.0	9	2	0.0	--	--	--
Nobody	1	1704	15.0	9	3	0.0	--	--	--
Nobody	1	1705	15.0	9	4	0.0	--	--	--
Nobody	1	1706	15.0	9	5	0.0	--	--	--
Nobody	1	1707	15.0	9	6	0.0	--	--	--
Nobody	1	1708	15.0	9	7	0.0	--	--	--
Nobody	1	1709	15.0	9	8	0.0	--	--	--
Nobody	1	1710	15.0	9	9	0.0	--	--	--
Nobody	1	1711	15.0	9	10	0.0	--	--	--
Nobody	1	1712	15.0	9	11	0.0	--	--	--
Nobody	1	1713	15.0	9	12	0.0	--	--	--
Nobody	1	1714	15.0	9	13	0.0	--	--	--
Nobody	1	1715	15.0	9	14	0.0	--	--	--
Nobody	1	1716	15.0	9	15	0.0	--	--	--
Nobody	1	1717	15.0	9	16	0.0	--	--	--
Nobody	1	1718	15.0	9	17	0.0	--	--	--
Nobody	1	1719	15.0	9	18	0.0	--	--	--
Nobody	1	1720	15.0	9	19	0.0	--	--	--
Nobody	1	1721	15.0	9	20	0.0	--	--	--
Nobody	1	1722	15.0	9	21	0.0	--	--	--
Nobody	1	1723	15.0	9	22	0.0	--	--	--
Nobody	1	1724	15.0	9	23	0.0	--	--	--
Nobody	1	1725	15.0	9	24	0.0	--	--	--
Nobody	1	1726	15.0	9	25	0.0	--	--	--
Nobody	1	1727	15.0	9	26	0.0	--	--	--
Nobody	1	1728	15.0	9	27	0.0	--	--	--
Nobody	1	1729	15.0	9	28	0.0	--	--	--
Nobody	1	1730	15.0	9	29	0.0	--	--	--
Nobody	1	1731	15.0	9	30	0.0	--	--	--
Nobody	1	1732	15.0	9	31	0.0	--	--	--
Nobody	1	1733	15.0	9	32	0.0	--	--	--
Nobody	1	1734	15.0	9	33	0.0	--	--	--
Nobody	1	1735	15.0	9	34	0.0	--	--	--
Nobody	1	1736	15.0	9	35	0.0	--	--	--
Nobody	1	1737	15.0	9	36	0.0	--	--	--
Nobody	1	1738	15.0	9	37	0.0	--	--	--
Nobody	1	1739	15.0	9	38	0.0	--	--	--
Nobody	1	1740	15.0	9	39	0.0	--	--	--
Nobody	1	1741	15.0	9	40	0.0	--	--	--
Nobody	1	1742	15.0	9	41	0.0	--	--	--
Nobody	1	1743	15.0	9	42	0.0	--	--	--
Nobody	1	1744	15.0	9	43	0.0	--	--	--
Nobody	1	1745	15.0	9	44	0.0	--	--	--
Nobody	1	1746	15.0	9	45	0.0	--	--	--
Nobody	1	1747	15.0	9	46	0.0	--	--	--
Nobody	1	1748	15.0	9	47	0.0	--	--	--
Nobody	1	1749	15.0	9	48	0.0	--	--	--
Nobody	1	1750	15.0	9	49	0.0	--	--	--
Nobody	1	1751	0.0	9	0	0.0	--	--	--
Nobody	1	1752	0.0	9	1	0.0	--	--	--
Nobody	1	1753	0.0	9	2	0.0	--	--	--
Nobody	1	1754	0.0	9	3	0.0	--	--	--
Nobody	1	1755	0.0	9	4	0.0	--	--	--
Nobody	1	1756	0.0	9	5	0.0	--	--	--
Nobody	1	1757	0.0	9	6	0.0	--	--	--
Nobody	1	1758	0.0	9	7	0.0	--	--	--
Nobody	1	1759	0.0	9	8	0.0	--	--	--
Nobody	1	1760	0.0	9	9	0.0	--	--	--
Nobody	1	1761	0.0	9	10	0.0	--	--	--
Nobody	1	1762	0.0	9	11	0.0	--	--	--
Nobody	1	1763	0.0	9	12	0.0	--	--	--
Nobody	1	1764	0.0	9	13	0.0	--	--	--
Nobody	1	1765	0.0	9	14	0.0	--	--	--
Nobody	1	1766	0.0	9	15	0.0	--	--	--
Nobody	1	1767	0.0	9	16	0.0	--	--	--
Nobody	1	1768	0.0	9	17	0.0	--	--	--
Nobody	1	1769	0.0	9	18	0.0	--	--	--
Nobody	1	1770	0.0	9	19	0.0	--	--	--
Nobody	1	1771	0.0	9	20	0.0	--	--	--
Nobody	1	1772	0.0	9	21	0.0	--	--	--
Nobody	1	1773	0.0	9	22	0.0	--	--	--
Nobody	1	1774	0.0	9	23	0.0	--	--	--
Nobody	1	1775	0.0	9	24	0.0	--	--	--
Nobody	1	1776	0.0	9	25	0.0	--	--	--
Nobody	1	1777	0.0	9	26	0.0	--	--	--
Nobody	1	1778	0.0	9	27	0.0	--	--	--
Nobody	1	1779	0.0	9	28	0.0	--	--	--
Nobody	1	1780	0.0	9	29	0.0	--	--	--
Nobody	1	1781	0.0	9	30	0.0	--	--	--
Nobody	1	1782	0.0	9	31	0.0	--	--	--
Nobody	1	1783	0.0	9	32	0.0	--	--	--
Nobody	1	1784	0.0	9	33	0.0	--	--	--
Nobody	1	1785	0.0	9	34	0.0	--	--	--
Nobody	1	1786	0.0	9	35	0.0	--	--	--
Nobody	1	1787	0.0	9	36	0.0	--	--	--
Nobody	1	1788	0.0	9	37	0.0	--	--	--
Nobody	1	1789	0.0	9	38	0.0	--	--	--
Nobody	1	1790	0.0	9	39	0.0	--	--	--
Nobody	1	1791	0.0	9	40	0.0	--	--	--
Nobody	1	1792	0.0	9	41	0.0	--	--	--
Nobody	1	1793	0.0	9	42	0.0	--	--	--
Nobody	1	1794	0.0	9	43	0.0	--	--	--
Nobody	1	1795	0.0	9	44	0.0	--	--	--
Nobody	1	1796	0.0	9	45	0.0	--	--	--
Nobody	1	1797	0.0	9	46	0.0	--	--	--
Nobody	1	1798	0.0	9	47	0.0	--	--	--
Nobody	1	1799	0.0	9	48	0.0	--	--	--
Nobody	1	1800	0.0	9	49	0.0	--	--	--
Nobody	1	1801	40.0	13	0	0.0	--	--	--
Nobody	1	1802	40.0	13	1	0.0	--	--	--
Nobody	1	1803	40.0	13	2	0.0	--	--	--
Nobody	1	1804	40.0	13	3	0.0	--	--	--
Nobody	1	1805	40.0	13	4	0.0	--	--	--
Nobody	1	1806	40.0	13	5	0.0	--	--	--
Nobody	1	1807	40.0	13	6	0.0	--	--	--
Nobody	1	1808	40.0	13	7	0.0	--	--	--
Nobody	1	1809	40.0	13	8	0.0	--	--	--
Nobody	1	1810	40.0	13	9	0.0	--	--	--
Nobody	1	1811	40.0	13	10	0.0	--	--	--
Nobody	1	1812	40.0	13	11	0.0	--	--	--
Nobody	1	1813	40.0	13	12	0.0	--	--	--
Nobody	1	1814	40.0	13	13	0.0	--	--	--
Nobody	1	1815	40.0	13	14	0.0	--	--	--
Nobody	1	1816	40.0	13	15	0.0	--	--	--
Nobody	1	1817	40.0	13	16	0.0	--	--	--
Nobody	1	1818	40.0	13	17	0.0	--	--	--
Nobody	1	1819	40.0	13	18	0.0	--	--	--
Nobody	1	1820	40.0	13	19	0.0	--	--	--
Nobody	1	1821	40.0	13	20	0.0	--	--	--
Nobody	1	1822	40.0	13	21	0.0	--	--	--
Nobody	1	1823	40.0	13	22	0.0	--	--	--
Nobody	1	1824	40.0	13	23	0.0	--	--	--
Nobody	1	1825	40.0	13	24	0.0	--	--	--
Nobody	1	1826	40.0	13	25	0.0	--	--	--
Nobody	1	1827	40.0	13	26	0.0	--	--	--
Nobody	1	1828	40.0	13	27	0.0	--	--	--
Nobody	1	1829	40.0	13	28	0.0	--	--	--
Nobody	1	1830	40.0	13	29	0.0	--	--	--
Nobody	1	1831	40.0	13	30	0.0	--	--	--
Nobody	1	1832	40.0	13	31	0.0	--	--	--
Nobody	1	1833	40.0	13	32	0.0	--	--	--
Nobody	1	1834	40.0	13	33	0.0	--	--	--
Nobody	1	1835	40.0	13	34	0.0	--	--	--
Nobody	1	1836	40.0	13	35	0.0	--	--	--
Nobody	1	1837	40.0	13	36	0.0	--	--	--
Nobody	1	1838	40.0	13	37	0.0	--	--	--
Nobody	1	1839	40.0	13	38	0.0	--	--	--
Nobody	1	1840	40.0	13	39	0.0	--	--	--
Nobody	1	1841	40.0	13	40	0.0	--	--	--
Nobody	1	1842	40.0	13	41	0.0	--	--	--
Nobody	1	1843	40.0	13	42	0.0	--	--	--
Nobody	1	1844	40.0	13	43	0.0	--	--	--
Nobody	1	1845	40.0	13	44	0.0	--	--	--
Nobody	1	1846	40.0	13	45	0.0	--	--	--
Nobody	1	1847	40.0	13	46	0.0	--	--	--
Nobody	1	1848	40.0	13	47	0.0	--	--	--
Nobody	1	1849	40.0	13	48	0.0	--	--	--
Nobody	1	1850	40.0	13	49	0.0	--	--	--
Nobody	1	1851	0.0	13	0	0.0	--	--	--
Nobody	1	1852	0.0	13	1	0.0	--	--	--
Nobody	1	1853	0.0	13	2	0.0	--	--	--
Nobody	1	1854	0.0	13	3	0.0	--	--	--
Nobody	1	1855	0.0	13	4	0.0	--	--	--
Nobody	1	1856	0.0	13	5	0.0	--	--	--
Nobody	1	1857	0.0	13	6	0.0	--	--	--
Nobody	1	1858	0.0	13	7	0.0	--	--	--
Nobody	1	1859	0.0	13	8	0.0	--	--	--
Nobody	1	1860	0.0	13	9	0.0	--	--	--
Nobody	1	1861	0.0	13	10	0.0	--	--	--
Nobody	1	1862	0.0	13	11	0.0	--	--	--
Nobody	1	1863	0.0	13	12	0.0	--	--	--
Nobody	1	1864	0.0	13	13	0.0	--	--	--
Nobody	1	1865	0.0	13	14	0.0	--	--	--
Nobody	1	1866	0.0	13	15	0.0	--	--	--
Nobody	1	1867	0.0	13	16	0.0	--	--	--
Nobody	1	1868	0.0	13	17	0.0	--	--	--
Nobody	1	1869	0.0	13	18	0.0	--	--	--
Nobody	1	1870	0.0	13	19	0.0	--	--	--
Nobody	1	1871	0.0	13	20	0.0	--	--	--
Nobody	1	1872	0.0	13	21	0.0	--	--	--
Nobody	1	1873	0.0	13	22	0.0	--	--	--
Nobody	1	1874	0.0	13	23	0.0	--	--	--
Nobody	1	1875	0.0	13	24	0.0	--	--	--
Nobody	1	1876	0.0	13	25	0.0	--	--	--
Nobody	1	1877	0.0	13	26	0.0	--	--	--
Nobody	1	1878	0.0	13	27	0.0	--	--	--
Nobody	1	1879	0.0	13	28	0.0	--	--	--
Nobody	1	1880	0.0	13	29	0.0	--	--	--
Nobody	1	1881	0.0	13	30	0.0	--	--	--
Nobody	1	1882	0.0	13	31	0.0	--	--	--
Nobody	1	1883	0.0	13	32	0.0	--	--	--
Nobody	1	1884	0.0	13	33	0.0	--	--	--
Nobody	1	1885	0.0	13	34	0.0	--	--	--
Nobody	1	1886	0.0	13	35	0.0	--	--	--
Nobody	1	1887	0.0	13	36	0.0	--	--	--
Nobody	1	1888	0.0	13	37	0.0	--	--	--
Nobody	1	1889	0.0	13	38	0.0	--	--	--
Nobody	1	1890	0.0	13	39	0.0	--	--	--
Nobody	1	1891	0.0	13	40	0.0	--	--	--
Nobody	1	1892	0.0	13	41	0.0	--	--	--
Nobody	1	1893	0.0	13	42	0.0	--	--	--
Nobody	1	1894	0.0	13	43	0.0	--	--	--
Nobody	1	1895	0.0	13	44	0.0	--	--	--
Nobody	1	1896	0.0	13	45	0.0	--	--	--
Nobody	1	1897	0.0	13	46	0.0	--	--	--
Nobody	1	1898	0.0	13	47	0.0	--	--	--
Nobody	1	1899	0.0	13	48	0.0	--	--	--
Nobody	1	1900	0.0	13	49	0.0	--	--	--
Nobody	1	1901	35.0	13	0	0.0	--	--	--
Nobody	1	1902	35.0	13	1	0.0	--	--	--
Nobody	1	1903	35.0	13	2	0.0	--	--	--
Nobody	1	1904	35.0	13	3	0.0	--	--	--
Nobody	1	1905	35.0	13	4	0.0	--	--	--
Nobody	1	1906	35.0	13	5	0.0	--	--	--
Nobody	1	1907	35.0	13	6	0.0	--	--	--
Nobody	1	1908	35.0	13	7	0.0	--	--	--
Nobody	1	1909	35.0	13	8	0.0	--	--	--
Nobody	1	1910	35.0	13	9	0.0	--	--	--
Nobody	1	1911	35.0	13	10	0.0	--	--	--
Nobody	1	1912	35.0	13	11	0.0	--	--	--
Nobody	1	1913	35.0	13	12	0.0	--	--	--
Nobody	1	1914	35.0	13	13	0.0	--	--	--
Nobody	1	1915	35.0	13	14	0.0	--	--	--
Nobody	1	1916	35.0	13	15	0.0	--	--	--
Nobody	1	1917	35.0	13	16	0.0	--	--	--
Nobody	1	1918	35.0	13	17	0.0	--	--	--
Nobody	1	1919	35.0	13	18	0.0	--	--	--
Nobody	1	1920	35.0	13	19	0.0	--	--	--
Nobody	1	1921	35.0	13	20	0.0	--	--	--
Nobody	1	1922	35.0	13	21	0.0	--	--	--
Nobody	1	1923	35.0	13	22	0.0	--	--	--
Nobody	1	1924	35.0	13	23	0.0	--	--	--
Nobody	1	1925	35.0	13	24	0.0	--	--	--
Nobody	1	1926	35.0	13	25	0.0	--	--	--
Nobody	1	1927	35.0	13	26	0.0	--	--	--
Nobody	1	1928	35.0	13	27	0.0	--	--	--
Nobody	1	1929	35.0	13	28	0.0	--	--	--
Nobody	1	1930	35.0	13	29	0.0	--	--	--
Nobody	1	1931	35.0	13	30	0.0	--	--	--
Nobody	1	1932	35.0	13	31	0.0	--	--	--
Nobody	1	1933	35.0	13	32	0.0	--	--	--
Nobody	1	1934	35.0	13	33	0.0	--	--	--
Nobody	1	1935	35.0	13	34	0.0	--	--	--
Nobody	1	1936	35.0	13	35	0.0	--	--	--
Nobody	1	1937	35.0	13	36	0.0	--	--	--
Nobody	1	1938	35.0	13	37	0.0	--	--	--
Nobody	1	1939	35.0	13	38	0.0	--	--	--
Nobody	1	1940	35.0	13	39	0.0	--	--	--
Nobody	1	1941	35.0	13	40	0.0	--	--	--
Nobody	1	1942	35.0	13	41	0.0	--	--	--
Nobody	1	1943	35.0	13	42	0.0	--	--	--
Nobody	1	1944	35.0	13	43	0.0	--	--	--
Nobody	1	1945	35.0	13	44	0.0	--	--	--
Nobody	1	1946	35.0	13	45	0.0	--	--	--
Nobody	1	1947	35.0	13	46	0.0	--	--	--
Nobody	1	1948	35.0	13	47	0.0	--	--	--
Nobody	1	1949	35.0	13	48	0.0	--	--	--
Nobody	1	1950	35.0	13	49	0.0	--	--	--
Nobody	1	1951	0.0	13	0	0.0	--	--	--
Nobody	1	1952	0.0	13	1	0.0	--	--	--
Nobody	1	1953	0.0	13	2	0.0	--	--	--
Nobody	1	1954	0.0	13	3	0.0	--	--	--
Nobody	1	1955	0.0	13	4	0.0	--	--	--
Nobody	1	1956	0.0	13	5	0.0	--	--	--
Nobody	1	1957	0.0	13	6	0.0	--	--	--
Nobody	1	1958	0.0	13	7	0.0	--	--	--
Nobody	1	1959	0.0	13	8	0.0	--	--	--
Nobody	1	1960	0.0	13	9	0.0	--	--	--
Nobody	1	1961	0.0	13	10	0.0	--	--	--
Nobody	1	1962	0.0	13	11	0.0	--	--	--
Nobody	1	1963	0.0	13	12	0.0	--	--	--
Nobody	1	1964	0.0	13	13	0.0	--	--	--
Nobody	1	1965	0.0	13	14	0.0	--	--	--
Nobody	1	1966	0.0	13	15	0.0	--	--	--
Nobody	1	1967	0.0	13	16	0.0	--	--	--
Nobody	1	1968	0.0	13	17	0.0	--	--	--
Nobody	1	1969	0.0	13	18	0.0	--	--	--
Nobody	1	1970	0.0	13	19	0.0	--	--	--
Nobody	1	1971	0.0	13	20	0.0	--	--	--
Nobody	1	1972	0.0	13	21	0.0	--	--	--
Nobody	1	1973	0.0	13	22	0.0	--	--	--
Nobody	1	1974	0.0	13	23	0.0	--	--	--
Nobody	1	1975	0.0	13	24	0.0	--	--	--
Nobody	1	1976	0.0	13	25	0.0	--	--	--
Nobody	1	1977	0.0	13	26	0.0	--	--	--
Nobody	1	1978	0.0	13	27	0.0	--	--	--
Nobody	1	1979	0.0	13	28	0.0	--	--	--
Nobody	1	1980	0.0	13	29	0.0	--	--	--
Nobody	1	1981	0.0	13	30	0.0	--	--	--
Nobody	1	1982	0.0	13	31	0.0	--	--	--
Nobody	1	1983	0.0	13	32	0.0	--	--	--
Nobody	1	1984	0.0	13	33	0.0	--	--	--
Nobody	1	1985	0.0	13	34	0.0	--	--	--
Nobody	1	1986	0.0	13	35	0.0	--	--	--
Nobody	1	1987	0.0	13	36	0.0	--	--	--
Nobody	1	1988	0.0	13	37	0.0	--	--	--
Nobody	1	1989	0.0	13	38	0.0	--	--	--
Nobody	1	1990	0.0	13	39	0.0	--	--	--
Nobody	1	1991	0.0	13	40	0.0	--	--	--
Nobody	1	1992	0.0	13	41	0.0	--	--	--
Nobody	1	1993	0.0	13	42	0.0	--	--	--
Nobody	1	1994	0.0	13	43	0.0	--	--	--
Nobody	1	1995	0.0	13	44	0.0	--	--	--
Nobody	1	1996	0.0	13	45	0.0	--	--	--
Nobody	1	1997	0.0	13	46	0.0	--	--	--
Nobody	1	1998	0.0	13	47	0.0	--	--	--
Nobody	1	1999	0.0	13	48	0.0	--	--	--
Nobody	1	2000	0.0	13	49	0.0	--	--	--
Nobody	1	2001	30.0	13	0	0.0	--	--	--
Nobody	1	2002	30.0	13	1	0.0	--	--	--
Nobody	1	2003	30.0	13	2	0.0	--	--	--
Nobody	1	2004	30.0	13	3	0.0	--	--	--
Nobody	1	2005	30.0	13	4	0.0	--	--	--
Nobody	1	2006	30.0	13	5	0.0	--	--	--
Nobody	1	2007	30.0	13	6	0.0	--	--	--
Nobody	1	2008	30.0	13	7	0.0	--	--	--
Nobody	1	2009	30.0	13	8	0.0	--	--	--
Nobody	1	2010	30.0	13	9	0.0	--	--	--
Nobody	1	2011	30.0	13	10	0.0	--	--	--
Nobody	1	2012	30.0	13	11	0.0	--	--	--
Nobody	1	2013	30.0	13	12	0.0	--	--	--
Nobody	1	2014	30.0	13	13	0.0	--	--	--
Nobody	1	2015	30.0	13	14	0.0	--	--	--
Nobody	1	2016	30.0	13	15	0.0	--	--	--
Nobody	1	2017	30.0	13	16	0.0	--	--	--
Nobody	1	2018	30.0	13	17	0.0	--	--	--
Nobody	1	2019	30.0	13	18	0.0	--	--	--
Nobody	1	2020	30.0	13	19	0.0	--	--	--
Nobody	1	2021	30.0	13	20	0.0	--	--	--
Nobody	1	2022	30.0	13	21	0.0	--	--	--
Nobody	1	2023	30.0	13	22	0.0	--	--	--
Nobody	1	2024	30.0	13	23	0.0	--	--	--
Nobody	1	2025	30.0	13	24	0.0	--	--	--
Nobody	1	2026	30.0	13	25	0.0	--	--	--
Nobody	1	2027	30.0	13	26	0.0	--	--	--
Nobody	1	2028	30.0	13	27	0.0	--	--	--
Nobody	1	2029	30.0	13	28	0.0	--	--	--
Nobody	1	2030	30.0	13	29	0.0	--	--	--
Nobody	1	2031	30.0	13	30	0.0	--	--	--
Nobody	1	2032	30.0	13	31	0.0	--	--	--
Nobody	1	2033	30.0	13	32	0.0	--	--	--
Nobody	1	2034	30.0	13	33	0.0	--	--	--
Nobody	1	2035	30.0	13	34	0.0	--	--	--
Nobody	1	2036	30.0	13	35	0.0	--	--	--
Nobody	1	2037	30.0	13	36	0.0	--	--	--
Nobody	1	2038	30.0	13	37	0.0	--	--	--
Nobody	1	2039	30.0	13	38	0.0	--	--	--
Nobody	1	2040	30.0	13	39	0.0	--	--	--
Nobody	1	2041	30.0	13	40	0.0	--	--	--
Nobody	1	2042	30.0	13	41	0.0	--	--	--
Nobody	1	2043	30.0	13	42	0.0	--	--	--
Nobody	1	2044	30.0	13	43	0.0	--	--	--
Nobody	1	2045	30.0	13	44	0.0	--	--	--
Nobody	1	2046	30.0	13	45	0.0	--	--	--
Nobody	1	2047	30.0	13	46	0.0	--	--	--
Nobody	1	2048	30.0	13	47	0.0	--	--	--
Nobody	1	2049	30.0	13	48	0.0	--	--	--
Nobody	1	2050	30.0	13	49	0.0	--	--	--
Nobody	1	2051	0.0	13	0	0.0	--	--	--
Nobody	1	2052	0.0	13	1	0.0	--	--	--
Nobody	1	2053	0.0	13	2	0.0	--	--	--
Nobody	1	2054	0.0	13	3	0.0	--	--	--
Nobody	1	2055	0.0	13	4	0.0	--	--	--
Nobody	1	2056	0.0	13	5	0.0	--	--	--
Nobody	1	2057	0.0	13	6	0.0	--	--	--
Nobody	1	2058	0.0	13	7	0.0	--	--	--
Nobody	1	2059	0.0	13	8	0.0	--	--	--
Nobody	1	2060	0.0	13	9	0.0	--	--	--
Nobody	1	2061	0.0	13	10	0.0	--	--	--
Nobody	1	2062	0.0	13	11	0.0	--	--	--
Nobody	1	2063	0.0	13	12	0.0	--	--	--
Nobody	1	2064	0.0	13	13	0.0	--	--	--
Nobody	1	2065	0.0	13	14	0.0	--	--	--
Nobody	1	2066	0.0	13	15	0.0	--	--	--
Nobody	1	2067	0.0	13	16	0.0	--	--	--
Nobody	1	2068	0.0	13	17	0.0	--	--	--
Nobody	1	2069	0.0	13	18	0.0	--	--	--
Nobody	1	2070	0.0	13	19	0.0	--	--	--
Nobody	1	2071	0.0	13	20	0.0	--	--	--
Nobody	1	2072	0.0	13	21	0.0	--	--	--
Nobody	1	2073	0.0	13	22	0.0	--	--	--
Nobody	1	2074	0.0	13	23	0.0	--	--	--
Nobody	1	2075	0.0	13	24	0.0	--	--	--
Nobody	1	2076	0.0	13	25	0.0	--	--	--
Nobody	1	2077	0.0	13	26	0.0	--	--	--
Nobody	1	2078	0.0	13	27	0.0	--	--	--
Nobody	1	2079	0.0	13	28	0.0	--	--	--
Nobody	1	2080	0.0	13	29	0.0	--	--	--
Nobody	1	2081	0.0	13	30	0.0	--	--	--
Nobody	1	2082	0.0	13	31	0.0	--	--	--
Nobody	1	2083	0.0	13	32	0.0	--	--	--
Nobody	1	2084	0.0	13	33	0.0	--	--	--
Nobody	1	2085	0.0	13	34	0.0	--	--	--
Nobody	1	2086	0.0	13	35	0.0	--	--	--
Nobody	1	2087	0.0	13	36	0.0	--	--	--
Nobody	1	2088	0.0	13	37	0.0	--	--	--
Nobody	1	2089	0.0	13	38	0.0	--	--	--
Nobody	1	2090	0.0	13	39	0.0	--	--	--
Nobody	1	2091	0.0	13	40	0.0	--	--	--
